Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
9624,Benjamin,Sandoval,60,Female,"9477 Stokes Islands Suite 577, Flowersfort, VT 11952",Portland,4546506939906,bradley94@example.com,Savings,8900.019551435735,10/24/2003,11/27/2023,4624,8/18/2023,Withdrawal,2412.2245756035727,11757.6,67,4624,41143.12688004261,Auto,7.62,24,4/25/2020,Rejected,4624,Visa,3594.19,1111.89,55.59,10/8/2023,11/5/2023,8815,4624,2/17/2023,Complaint,Pending,12/26/2023,1
9625,April,Taylor,51,Female,"1381 Moody Squares, Powersshire, IA 03805",Los Angeles,9637354200889,crystalarnold@example.org,Current,5379.112849921134,12/23/2004,12/26/2023,4625,12/16/2023,Deposit,747.0528404638035,6339.42,25,4625,24743.56080758396,Auto,2.04,12,10/8/2021,Rejected,4625,Visa,7374.58,3109.64,155.48,3/1/2023,4/4/2023,8210,4625,1/28/2023,Praise,Pending,2/11/2023,1
9626,Kathleen,Hodge,27,Other,"332 George Wells Apt. 876, Christensenstad, SD 38607",Tucson,3199607565353,ochoamonica@example.org,Current,3965.0326348835597,8/10/2004,2/21/2023,4626,9/7/2023,Deposit,2057.3962956014366,5409.05,21,4626,37025.579689820006,Personal,3.96,60,7/21/2020,Closed,4626,Visa,8726.55,589.05,29.45,12/5/2023,1/18/2023,9625,4626,1/27/2023,Suggestion,Resolved,7/26/2023,1
9627,Rachael,Wilson,41,Other,"79014 Christopher Loop Suite 165, Ramirezfort, MN 31799",Indianapolis,2746391113049,jeannesmith@example.org,Savings,8013.187684355555,2/27/2006,12/25/2023,4627,8/16/2023,Transfer,3223.467760922565,4782.63,34,4627,49689.363228894035,Auto,5.12,36,10/16/2021,Approved,4627,AMEX,4962.88,884.9,44.24,10/2/2023,6/9/2023,6178,4627,7/29/2023,Praise,Resolved,1/25/2023,1
9628,Carlos,Smith,51,Other,"96702 Timothy Trafficway, Samanthatown, KS 76681",Colorado Springs,8441206841343,phillip34@example.net,Savings,1154.5498161316689,11/14/2002,4/12/2023,4628,7/15/2023,Deposit,1315.0160712262207,-410.07,88,4628,17040.94429477341,Auto,6.98,36,5/18/2022,Rejected,4628,Visa,6380.78,2927.08,146.35,12/30/2023,5/19/2023,8258,4628,5/22/2023,Praise,Pending,8/27/2023,1
9629,Tyler,Soto,54,Female,"715 Michael Place, Downsbury, IA 73044",Washington,8233671448708,rachel53@example.com,Savings,2477.4461060157028,7/31/2015,9/13/2023,4629,5/22/2023,Transfer,1974.52120505174,5141.68,25,4629,8481.573553425762,Auto,4.76,12,6/18/2021,Approved,4629,AMEX,6759.22,3675.67,183.78,8/5/2023,1/2/2023,2780,4629,1/4/2023,Praise,Pending,4/5/2023,1
9630,Heather,Miller,44,Other,"PSC 0177, Box 7961, APO AP 60581",San Jose,2735908608580,brandyhill@example.org,Current,6046.114423537305,7/26/2016,3/18/2023,4630,7/3/2023,Withdrawal,2000.1368619799657,9792.69,65,4630,27088.00511214065,Auto,4.37,36,5/20/2021,Closed,4630,Visa,9541.08,4709.39,235.47,11/23/2023,12/17/2023,4180,4630,5/13/2023,Praise,Pending,4/25/2023,1
9631,Sean,Thomas,68,Male,"8470 Smith Branch, West Anthonyfurt, NC 53306",Los Angeles,7721622685131,richard10@example.com,Savings,2227.4894865805454,10/2/2019,9/19/2023,4631,8/3/2023,Transfer,4112.971143561069,6028.26,29,4631,15861.086890715507,Auto,6.07,24,11/6/2021,Closed,4631,MasterCard,5338.25,884.24,44.21,5/24/2023,8/9/2023,2773,4631,7/23/2023,Praise,Resolved,6/12/2023,1
9632,Crystal,Wright,44,Other,"653 Murphy Club, Jenniferview, HI 29444",Columbus,9453658637007,danatate@example.org,Current,6096.315881841512,10/6/2020,11/6/2023,4632,3/10/2023,Deposit,4753.934397643971,1829.31,32,4632,23520.587612340798,Mortgage,4.55,24,10/4/2020,Closed,4632,AMEX,8004.58,3588.35,179.42,2/2/2023,4/7/2023,6592,4632,8/19/2023,Praise,Pending,12/12/2023,1
9633,Jennifer,Le,19,Female,"869 Ronnie Vista Suite 797, West Richardville, CT 73438",Kansas City,3831094003610,philipdavis@example.net,Savings,4970.919394882314,9/3/2012,1/2/2023,4633,2/15/2023,Transfer,863.5636410971483,5501.9,1,4633,20832.29787554451,Personal,1.65,12,10/6/2020,Rejected,4633,MasterCard,2682.35,1215.77,60.79,4/16/2023,11/12/2023,7905,4633,5/12/2023,Praise,Resolved,11/4/2023,1
9634,Michelle,Perez,51,Other,"6453 Cathy Haven Apt. 169, Port Laura, AS 48283",Louisville,1473091909273,edwardsadrian@example.com,Current,2111.5910686969123,7/4/2011,7/22/2023,4634,1/15/2023,Transfer,1896.902934876852,3956.38,35,4634,19834.06070328354,Mortgage,9.72,24,11/6/2022,Approved,4634,AMEX,6271.77,801.47,40.07,9/26/2023,11/8/2023,55,4634,5/23/2023,Praise,Resolved,1/4/2023,1
9635,Xavier,Chapman,34,Other,"735 Sutton Stream Apt. 191, Atkinsmouth, IL 46913",San Antonio,9271535497424,leonardhayden@example.com,Current,8619.052431146707,12/6/2013,11/24/2023,4635,12/9/2023,Deposit,3209.9664727001273,6014.94,56,4635,23864.547358697542,Mortgage,9.34,36,11/22/2020,Rejected,4635,AMEX,5101.56,4104.89,205.24,7/26/2023,5/9/2023,1154,4635,10/24/2023,Suggestion,Pending,8/6/2023,1
9636,Robert,Raymond,26,Other,"Unit 5746 Box 1249, DPO AE 45719",Seattle,1564227421583,barrymcdonald@example.org,Current,4231.875666387338,3/22/2001,6/7/2023,4636,5/16/2023,Transfer,2383.8200523075093,6913.62,16,4636,25940.099216628263,Auto,1.35,36,5/4/2020,Closed,4636,AMEX,3067.49,1489.98,74.5,5/26/2023,9/7/2023,5860,4636,2/25/2023,Suggestion,Pending,5/19/2023,1
9637,Daniel,Weber,42,Male,"Unit 3662 Box 0992, DPO AA 30303",Mesa,1644819613429,hudsonpeter@example.net,Savings,4886.590272499237,11/14/2006,12/13/2023,4637,5/2/2023,Transfer,498.65182851261557,5617.23,32,4637,1291.077093989313,Personal,5.76,48,1/19/2021,Approved,4637,AMEX,1122.43,1658.46,82.92,9/18/2023,1/12/2023,4507,4637,4/6/2023,Praise,Resolved,2/8/2023,1
9638,Joseph,Gonzales,26,Female,"404 Jackson Union, Riverachester, MP 02495",Mesa,2692315656031,qproctor@example.net,Current,2433.7159997695644,9/1/2020,5/8/2023,4638,7/3/2023,Deposit,2013.4620468755609,873.7,79,4638,16020.259120871307,Mortgage,7.41,48,11/20/2021,Approved,4638,MasterCard,6320.18,1979.23,98.96,11/23/2023,4/22/2023,8860,4638,2/21/2023,Suggestion,Pending,1/20/2023,1
9639,Derek,Simpson,41,Male,"238 Roberts Passage Apt. 470, Jenniferstad, KS 47632",Houston,0794943370302,medinajames@example.com,Current,4206.152137596928,12/8/2002,5/12/2023,4639,9/24/2023,Transfer,846.1764203962875,2388.03,5,4639,8460.944302332962,Auto,6.49,12,1/12/2021,Closed,4639,Visa,8282.57,230.33,11.52,6/27/2023,5/13/2023,3669,4639,9/24/2023,Suggestion,Pending,4/28/2023,1
9640,Joshua,Matthews,47,Male,"065 Connor Mountain, Wareborough, NJ 12054",Baltimore,0854535776714,helen54@example.org,Current,672.3430395033093,7/25/2008,12/10/2023,4640,7/18/2023,Withdrawal,2244.208103447521,2677.1,10,4640,29905.745960753047,Auto,4.18,36,3/28/2022,Closed,4640,MasterCard,8264.42,4387.87,219.39,10/17/2023,8/26/2023,2440,4640,5/27/2023,Complaint,Resolved,11/10/2023,1
9641,Francisco,Hudson,62,Female,"221 Alvarez Vista, Lake Sheilamouth, MD 90806",Las Vegas,9793322335818,travis75@example.org,Savings,4550.505276537221,8/24/2019,12/18/2023,4641,6/22/2023,Transfer,1427.1131141818464,3187.29,86,4641,41375.717741670785,Auto,8.23,36,8/25/2021,Closed,4641,Visa,4505.81,4855.57,242.78,5/22/2023,7/25/2023,2863,4641,12/24/2023,Complaint,Pending,11/11/2023,1
9642,Jennifer,Jones,27,Female,"35044 Bradley Loaf, South Joseph, WV 21544",Oklahoma City,8078168335912,seanpeck@example.net,Savings,3637.384518998052,9/22/2018,2/11/2023,4642,4/20/2023,Deposit,3600.056756186919,34.02,72,4642,41778.72016114632,Personal,6.53,60,2/25/2020,Rejected,4642,MasterCard,2627.45,1026.87,51.34,10/15/2023,6/29/2023,3787,4642,9/25/2023,Praise,Pending,8/31/2023,1
9643,Nicholas,Sullivan,26,Other,"3662 Stacy Run Suite 787, Lake Rachelfurt, UT 71895",Milwaukee,4325318003143,jeffreyanderson@example.com,Savings,3828.019636567739,4/11/2011,12/21/2023,4643,4/15/2023,Withdrawal,2565.0974289558685,1347.89,79,4643,49772.20414375397,Mortgage,3.15,24,4/3/2022,Approved,4643,MasterCard,9489.95,379.68,18.98,10/3/2023,11/23/2023,9499,4643,2/19/2023,Suggestion,Resolved,7/14/2023,1
9644,Rebecca,Hill,31,Female,"209 Craig Village, New Jessica, NV 61522",Las Vegas,8917204050681,vroberts@example.org,Current,8701.131400460514,3/16/2021,6/19/2023,4644,10/14/2023,Withdrawal,1491.6062375031913,10125.66,20,4644,3917.637897875687,Mortgage,6.5,12,8/21/2022,Approved,4644,AMEX,4435.43,2450.17,122.51,3/27/2023,8/17/2023,6468,4644,3/18/2023,Suggestion,Resolved,8/24/2023,1
9645,Sandra,Hall,41,Other,"39059 Evelyn Squares, North Marcus, RI 74865",San Antonio,6565648349449,nicole07@example.com,Current,5705.420699169533,2/16/2016,11/3/2023,4645,6/24/2023,Deposit,2924.342492068395,10170.37,89,4645,28282.902001272494,Personal,3.47,12,3/7/2022,Approved,4645,AMEX,4130.04,3292.04,164.6,10/15/2023,11/10/2023,1906,4645,11/12/2023,Praise,Pending,11/3/2023,1
9646,Keith,Keller,65,Male,"462 Anthony Stravenue Suite 260, Paulaberg, KS 15197",Detroit,7897393404361,rfuller@example.com,Savings,3839.645029445343,9/13/2013,9/16/2023,4646,12/26/2023,Deposit,3182.2077742588995,8264.36,12,4646,50993.927521236736,Personal,6.36,24,2/12/2020,Rejected,4646,AMEX,6533.54,2466.9,123.35,10/23/2023,6/7/2023,4619,4646,9/24/2023,Praise,Pending,8/16/2023,1
9647,Cody,Moses,44,Other,"320 Danielle Trace, Lake Edwin, CT 89062",San Jose,0090047677692,brandy47@example.com,Current,2042.4354349475368,12/28/2002,7/29/2023,4647,11/18/2023,Transfer,462.57246295085315,2584.24,90,4647,14183.908359118921,Auto,7.88,60,10/21/2021,Rejected,4647,MasterCard,4960.72,3262.85,163.14,8/25/2023,1/18/2023,3638,4647,7/4/2023,Praise,Pending,9/4/2023,1
9648,Laurie,Wilkinson,47,Female,"PSC 3273, Box 9183, APO AE 02419",San Diego,0767739723998,cpalmer@example.com,Savings,11563.222606274423,8/16/2001,2/6/2023,4648,12/30/2023,Withdrawal,1288.322839279133,10998.86,68,4648,47115.20429148579,Auto,3.72,48,12/26/2021,Rejected,4648,AMEX,4094.68,4755.66,237.78,6/17/2023,2/6/2023,181,4648,8/6/2023,Complaint,Resolved,3/26/2023,1
9649,Lawrence,Carpenter,57,Other,"39625 Joshua Inlet, New Lisa, MO 47089",Phoenix,4015882172303,wgonzales@example.net,Savings,905.1123172725793,10/3/2000,1/22/2023,4649,3/2/2023,Withdrawal,808.4751962428875,-211.77,63,4649,27962.63765282668,Mortgage,3.54,60,5/26/2022,Rejected,4649,AMEX,3924.59,1657.26,82.86,10/4/2023,5/26/2023,366,4649,8/29/2023,Complaint,Resolved,5/28/2023,1
9650,Jeffrey,Richardson,19,Male,"1988 Clayton Corner, Jenniferberg, MA 09917",San Jose,3506259801382,perezalicia@example.net,Savings,1199.019056519103,7/23/2012,6/10/2023,4650,9/21/2023,Withdrawal,1043.3920628924466,2460.88,26,4650,46441.07954883606,Auto,7.54,48,12/30/2021,Rejected,4650,MasterCard,4530.23,4441.52,222.08,9/25/2023,6/13/2023,9789,4650,3/10/2023,Suggestion,Resolved,11/10/2023,1
9651,Shawn,Long,58,Female,"28750 Johnny Ranch Suite 022, North Williamland, NY 41470",Memphis,0772331667992,vasquezmichelle@example.net,Savings,2431.2239504623412,8/27/2022,8/18/2023,4651,11/17/2023,Deposit,3161.2395486274077,7287.08,60,4651,18881.279905511165,Auto,5.58,48,8/23/2020,Approved,4651,MasterCard,7167.97,2723.17,136.16,2/5/2023,2/24/2023,577,4651,2/22/2023,Complaint,Resolved,3/23/2023,1
9652,Maria,Clark,58,Female,"5276 Christina Key Suite 284, Gregorystad, ME 79676",Oklahoma City,6750837633381,jamesmartin@example.net,Savings,10586.265957114629,4/6/2009,12/25/2023,4652,9/30/2023,Transfer,571.3566312545432,10188.71,74,4652,24310.649696664543,Personal,2.25,60,10/29/2022,Rejected,4652,Visa,1103.61,3565.55,178.28,9/26/2023,11/26/2023,9075,4652,4/18/2023,Suggestion,Pending,3/1/2023,1
9653,Richard,Parker,41,Other,"83965 Valentine Mill Apt. 387, Lake Nicole, MN 86070",Columbus,8295786252101,johnclark@example.com,Savings,3251.6641009806476,9/5/2020,12/20/2023,4653,6/7/2023,Deposit,3624.8190047923736,7217.89,61,4653,9602.338602259695,Mortgage,5.91,12,12/18/2020,Closed,4653,AMEX,2826.18,4160.72,208.04,4/18/2023,11/8/2023,923,4653,2/16/2023,Praise,Resolved,12/10/2023,1
9654,Ashley,Carter,25,Other,"001 Amanda Village, Lukeville, AS 28714",Albuquerque,6192269616797,michaelmayer@example.com,Savings,5198.867097510678,4/12/2001,12/9/2023,4654,8/11/2023,Withdrawal,2534.1382502424326,2989.54,15,4654,7266.980707599115,Auto,6.97,36,9/28/2021,Closed,4654,AMEX,3300.74,1331.79,66.59,2/20/2023,3/1/2023,6162,4654,10/18/2023,Praise,Resolved,6/10/2023,1
9655,Katherine,Spencer,55,Other,"USNS Yates, FPO AA 12296",Portland,7794862323011,carmen07@example.com,Current,8076.628977761421,5/27/2014,11/14/2023,4655,4/25/2023,Transfer,3644.9414785515987,4427.93,5,4655,51094.52020824685,Auto,5.42,12,8/26/2022,Closed,4655,AMEX,9996.05,1776.07,88.8,1/26/2023,4/4/2023,8969,4655,6/28/2023,Suggestion,Resolved,9/19/2023,1
9656,Laura,Evans,27,Male,"236 Bridges Track Apt. 869, Port Jacquelineberg, NM 67486",Boston,2277782681997,wardanthony@example.net,Current,7544.55530034723,9/24/2002,2/4/2023,4656,9/11/2023,Transfer,2010.9497117825417,11509.28,32,4656,18004.840026402602,Auto,6.62,36,2/11/2021,Approved,4656,Visa,8956.62,200.29,10.01,9/4/2023,3/19/2023,6016,4656,8/17/2023,Suggestion,Resolved,12/22/2023,1
9657,Elizabeth,Hamilton,30,Male,"9502 Susan Ridge Suite 915, New Kimberlychester, SD 89064",Houston,3517428235869,vholloway@example.com,Savings,6890.74096306105,7/7/2006,10/12/2023,4657,11/4/2023,Deposit,2265.413257817781,3092.65,96,4657,34487.41949217376,Personal,4.28,12,1/3/2022,Closed,4657,AMEX,4790.75,3896.16,194.81,12/18/2023,12/7/2023,4207,4657,5/23/2023,Suggestion,Resolved,6/25/2023,1
9658,Angela,Parks,29,Female,"7963 Joshua Forges Apt. 744, Joelchester, LA 08576",Nashville,6146549488445,evan55@example.org,Current,4354.560923608711,10/27/2013,11/18/2023,4658,3/4/2023,Withdrawal,2790.609606592481,6667.11,22,4658,39922.031220464,Mortgage,8.9,60,7/15/2020,Approved,4658,MasterCard,7311.01,353.98,17.7,3/17/2023,8/3/2023,9931,4658,10/7/2023,Complaint,Pending,11/26/2023,1
9659,Julie,Robinson,62,Female,"567 Austin Islands, Hallmouth, ME 37966",Seattle,4364344304617,briangordon@example.net,Savings,8906.508103704162,3/19/2011,11/2/2023,4659,3/2/2023,Withdrawal,1797.256930352601,12026.96,22,4659,19664.932138922868,Personal,3.16,60,8/13/2021,Closed,4659,Visa,3121.54,2101.57,105.08,10/26/2023,2/16/2023,1722,4659,5/18/2023,Suggestion,Pending,4/1/2023,1
9660,Roberto,Steele,64,Male,"79097 Mckinney Groves Apt. 700, Jacksonhaven, ND 57659",Colorado Springs,6925553981525,imcdaniel@example.org,Current,388.97681169392666,5/31/2021,1/14/2023,4660,9/13/2023,Withdrawal,1412.5854668181075,1741.38,12,4660,41448.32294429136,Auto,3.53,60,3/4/2021,Rejected,4660,Visa,9451.77,4093.54,204.68,7/7/2023,5/29/2023,1983,4660,8/22/2023,Praise,Pending,3/20/2023,1
9661,Daniel,Chavez,59,Other,"USNV Lawson, FPO AE 04533",Charlotte,4814946549849,william52@example.net,Savings,7387.434913688365,3/27/2019,2/17/2023,4661,3/18/2023,Transfer,5591.727116092273,3683.46,64,4661,53928.30037735287,Mortgage,7.96,36,8/6/2022,Closed,4661,MasterCard,9352.34,515.72,25.79,6/11/2023,6/7/2023,6668,4661,6/23/2023,Complaint,Pending,2/4/2023,1
9662,Raymond,Lopez,51,Other,"177 Laura Summit, Kelseyfort, NH 09752",Kansas City,7260472316940,harrellcatherine@example.com,Current,2323.168889297118,4/3/2000,10/27/2023,4662,3/31/2023,Withdrawal,4898.925176535865,-1734.12,75,4662,33223.18560202499,Auto,1.52,12,1/28/2022,Closed,4662,AMEX,2457.6,4967.09,248.35,3/20/2023,12/18/2023,2077,4662,7/22/2023,Complaint,Resolved,2/1/2023,-1
9663,Christopher,Lopez,23,Male,"60272 Michael Rapids Suite 465, New Amandabury, FM 16831",Las Vegas,1195822918372,cohenterry@example.org,Savings,7213.362172815267,12/20/2019,8/30/2023,4663,10/15/2023,Deposit,394.159228383631,8557.64,88,4663,52842.19122065942,Mortgage,9.89,48,10/2/2020,Approved,4663,AMEX,9355.55,2822.39,141.12,9/1/2023,2/27/2023,2476,4663,6/19/2023,Complaint,Pending,8/9/2023,1
9664,Carrie,Martinez,40,Other,"085 Jenkins Grove, Mckinneyside, KS 60342",San Diego,4236470523133,martinezbradley@example.net,Current,1486.2170471442482,3/24/2005,3/13/2023,4664,12/31/2023,Transfer,1153.0745538415697,2830.82,80,4664,1131.619735494877,Personal,6.66,12,4/5/2022,Approved,4664,MasterCard,4693.97,624.97,31.25,1/28/2023,7/9/2023,553,4664,12/28/2023,Suggestion,Resolved,8/18/2023,1
9665,Daniel,Moreno,36,Male,"87499 Mclaughlin Island, Gracetown, ND 17674",Louisville,7435073304394,lisa01@example.net,Savings,3304.173018585033,4/25/2019,9/16/2023,4665,10/18/2023,Deposit,3611.5181089435537,658.91,16,4665,1585.5524218591434,Personal,8.27,12,8/4/2021,Rejected,4665,MasterCard,5430.69,71.19,3.56,2/11/2023,3/17/2023,1584,4665,1/18/2023,Complaint,Resolved,9/9/2023,1
9666,Jessica,Vargas,31,Other,"19965 Jeffrey Islands Suite 162, Jamesfurt, AS 91257",Nashville,8753610882960,jamesfrey@example.com,Savings,632.7824740369642,2/22/2005,7/18/2023,4666,9/29/2023,Transfer,6172.866197726566,5556.56,65,4666,4273.430413977293,Auto,6.26,24,7/17/2022,Closed,4666,AMEX,7232.19,1681.59,84.08,7/10/2023,2/16/2023,5853,4666,9/29/2023,Praise,Pending,9/16/2023,1
9667,Julian,Peterson,36,Other,"085 Johnson Grove Apt. 468, East Pamberg, ME 57479",Indianapolis,1435010230444,barbarahamilton@example.org,Current,2083.3515835444127,3/4/2003,4/8/2023,4667,5/17/2023,Deposit,3667.7068604309866,-1563.66,51,4667,43215.44129036448,Auto,8.08,12,10/12/2021,Closed,4667,MasterCard,5307.75,1102.72,55.14,11/6/2023,2/14/2023,4148,4667,8/9/2023,Suggestion,Pending,9/29/2023,1
9668,Laura,Frank,67,Female,"582 Cameron Path, Ashleybury, TN 80178",Indianapolis,5659564552956,fmitchell@example.org,Savings,6011.220354075741,4/18/2014,10/31/2023,4668,10/2/2023,Withdrawal,3616.4258763731614,10161.14,87,4668,28962.68654601954,Auto,4.91,48,4/20/2021,Closed,4668,MasterCard,6156.31,2317.7,115.88,6/4/2023,2/24/2023,9855,4668,9/10/2023,Complaint,Resolved,2/5/2023,1
9669,Stephanie,Jones,19,Other,"0070 Burns Valleys, Lake Brandon, LA 34222",Sacramento,6400179823297,bmedina@example.org,Savings,6938.1552509080275,12/23/2000,5/6/2023,4669,2/9/2023,Transfer,1539.7077046005518,6060.9,92,4669,53131.27006394072,Personal,6.19,12,10/4/2021,Rejected,4669,AMEX,5028.08,2330.51,116.53,4/26/2023,4/18/2023,3556,4669,10/8/2023,Complaint,Pending,8/19/2023,1
9670,Mia,Cardenas,57,Other,"74472 Sean Mountain, Lisachester, OK 52598",San Francisco,2800831674611,gregorydalton@example.net,Savings,7403.348017465768,10/25/2022,6/9/2023,4670,6/23/2023,Deposit,895.0525074002484,8018.78,32,4670,7135.394333541527,Personal,6.96,24,5/27/2022,Rejected,4670,Visa,1604.85,779.43,38.97,8/24/2023,12/29/2023,2395,4670,7/17/2023,Complaint,Resolved,5/1/2023,1
9671,Rachel,Simmons,48,Male,"862 Scott Streets, South Davidville, RI 36267",Dallas,3708127681439,hpittman@example.com,Current,1338.907609358517,1/27/2006,9/22/2023,4671,4/19/2023,Transfer,1230.6090855340556,147.34,53,4671,2272.7255053621197,Mortgage,9.12,24,8/10/2022,Rejected,4671,MasterCard,5954.28,3294.62,164.73,10/31/2023,1/16/2023,9759,4671,2/3/2023,Complaint,Resolved,6/8/2023,1
9672,Ryan,Skinner,32,Male,"0320 Tracey Village, East Johnside, CO 09136",Sacramento,8424295928556,zunderwood@example.net,Current,1429.4642761353614,8/15/2020,9/4/2023,4672,5/11/2023,Transfer,2421.714159090124,-929.91,3,4672,32422.494616466338,Mortgage,1.31,48,12/26/2022,Approved,4672,AMEX,1443.19,2062.15,103.11,7/15/2023,12/20/2023,872,4672,12/6/2023,Praise,Resolved,5/4/2023,-1
9673,Tina,Hoffman,51,Male,"86768 Rosario Stream, Port James, SD 68329",Memphis,1835819415549,robertmiddleton@example.net,Current,8637.380162335901,8/24/2021,7/4/2023,4673,6/3/2023,Withdrawal,3271.80619458653,13687.7,13,4673,10723.005130351727,Mortgage,1.98,12,1/10/2021,Approved,4673,AMEX,1904.3,3164.57,158.23,6/20/2023,11/14/2023,1111,4673,11/8/2023,Suggestion,Resolved,6/11/2023,1
9674,Michele,Cohen,64,Male,"0811 Hansen Cliff, Jeffreychester, MP 33829",Colorado Springs,1475857570589,bradley61@example.net,Current,8810.855229289298,8/18/2016,10/29/2023,4674,12/23/2023,Transfer,892.0078863649402,8772.84,92,4674,35465.881767374216,Personal,7.22,60,1/11/2020,Rejected,4674,AMEX,7184.99,4318.58,215.93,5/10/2023,7/23/2023,324,4674,3/3/2023,Suggestion,Pending,12/13/2023,1
9675,Ronald,Brewer,39,Other,"902 Lopez Circle Suite 248, Burtonburgh, PW 26583",Seattle,7679234096141,fmiller@example.com,Current,5980.802826292637,9/12/2021,2/27/2023,4675,3/13/2023,Deposit,2820.9886644344,2587.65,92,4675,25910.93916614276,Mortgage,4.1,60,5/18/2022,Approved,4675,Visa,5225.79,847.08,42.35,7/21/2023,3/30/2023,4412,4675,5/13/2023,Complaint,Pending,9/18/2023,1
9676,Brenda,Wilson,35,Male,"9179 Hayden Locks Apt. 529, Trevorborough, MP 79471",Fort Worth,8661590536347,kcrawford@example.org,Savings,5509.291872649942,6/4/2002,7/3/2023,4676,11/22/2023,Transfer,4986.775452995713,773.69,58,4676,41773.92936503659,Auto,7.1,24,9/18/2022,Approved,4676,MasterCard,5858.62,2165.0,108.25,7/1/2023,12/8/2023,401,4676,5/4/2023,Suggestion,Pending,8/15/2023,1
9677,Brittany,Lopez,54,Female,"22541 Russell Shoals, Davisburgh, KS 62711",Denver,9433117148507,gilbertlinda@example.net,Savings,1658.0557861229343,1/18/2008,9/28/2023,4677,1/5/2023,Deposit,2606.636158398174,-845.39,45,4677,22730.757208424864,Auto,3.05,48,7/15/2021,Rejected,4677,MasterCard,2514.66,4206.72,210.34,1/20/2023,8/22/2023,9528,4677,11/18/2023,Complaint,Resolved,11/27/2023,1
9678,Maria,Eaton,62,Male,"769 James Brooks, West Tylerport, MS 88603",Washington,0772127511706,raymond72@example.net,Current,3285.964180579559,12/6/2015,4/29/2023,4678,8/1/2023,Withdrawal,2318.021923401465,1764.74,24,4678,24076.26435607462,Personal,6.65,60,5/11/2020,Approved,4678,Visa,7166.71,3611.33,180.57,12/26/2023,6/21/2023,1502,4678,6/6/2023,Complaint,Resolved,10/2/2023,-1
9679,Melissa,Lozano,52,Other,"46728 Cuevas Park, East Donnamouth, OR 93959",Charlotte,5611925415713,brent19@example.com,Current,4086.166725984766,9/20/2004,8/11/2023,4679,10/10/2023,Transfer,1571.2230722287647,2049.59,51,4679,37059.261164867574,Personal,5.3,24,10/14/2020,Approved,4679,AMEX,1647.28,1526.95,76.35,7/6/2023,3/21/2023,3521,4679,2/27/2023,Praise,Resolved,5/22/2023,1
9680,Kevin,Schmitt,65,Female,"06724 David Lodge Suite 628, Port Annemouth, DE 85728",New York,5519544169467,asmith@example.org,Current,5752.231489644748,3/26/2016,5/24/2023,4680,6/21/2023,Deposit,3135.0478717351793,3512.39,13,4680,19388.433074979916,Mortgage,2.11,24,3/11/2021,Rejected,4680,Visa,3279.9,3781.33,189.07,7/14/2023,8/21/2023,8866,4680,6/4/2023,Complaint,Pending,11/14/2023,1
9681,Joseph,Perez,56,Other,"6658 Justin Terrace, Jenniferhaven, NE 22564",Los Angeles,2913711195991,robinsonmatthew@example.org,Savings,5887.425708680406,6/20/2000,8/27/2023,4681,10/21/2023,Transfer,3961.141244564021,1938.88,24,4681,42535.87933868167,Personal,9.36,12,8/28/2021,Rejected,4681,Visa,9126.91,1909.89,95.49,5/10/2023,8/7/2023,6171,4681,5/1/2023,Praise,Pending,2/3/2023,1
9682,Jane,Brown,65,Female,"18505 Christopher Freeway, East James, MH 79609",San Diego,9679499316531,jacquelinemorris@example.net,Savings,570.881858109654,10/20/2012,2/15/2023,4682,8/2/2023,Transfer,5456.23605870183,5671.83,5,4682,18615.56938571534,Personal,8.13,48,11/30/2022,Rejected,4682,MasterCard,1231.04,4856.84,242.84,10/16/2023,5/28/2023,6987,4682,2/6/2023,Suggestion,Resolved,11/30/2023,1
9683,Christopher,Perry,35,Female,"16123 Horne Vista Apt. 475, Port Amandafort, PW 14493",Washington,7220742388458,newmanconnie@example.org,Current,9605.992062070092,7/25/2003,8/17/2023,4683,3/30/2023,Withdrawal,3175.614571320887,12848.05,81,4683,18922.15491892493,Auto,8.03,60,1/19/2022,Closed,4683,MasterCard,7713.01,1274.13,63.71,6/26/2023,8/25/2023,4481,4683,3/31/2023,Suggestion,Pending,5/22/2023,1
9684,Gabriel,Barber,35,Female,"176 Rachel Circle Suite 323, Port Jacobstad, RI 34368",Boston,3869620357591,fishermichael@example.com,Current,7977.991932371263,3/24/2000,11/23/2023,4684,3/12/2023,Transfer,2260.0980300162623,11650.94,50,4684,37061.96863113629,Mortgage,7.27,12,2/8/2020,Rejected,4684,AMEX,2427.19,890.89,44.54,12/31/2023,2/25/2023,9491,4684,12/11/2023,Suggestion,Pending,11/30/2023,1
